model-1577495273,1577495334.709,0.75,0.1913,0.7,0.2029
model-1577495273,1577495334.834,0.69,0.2042,0.72,0.204
model-1577495273,1577495334.966,0.69,0.1943,0.72,0.1994
model-1577495273,1577495335.09,0.66,0.1979,0.73,0.1949
model-1577495273,1577495335.215,0.65,0.2087,0.7,0.1882
model-1577495273,1577495335.338,0.73,0.1759,0.73,0.1854
model-1577495273,1577495335.463,0.76,0.1737,0.73,0.1845
model-1577495273,1577495335.601,0.75,0.1755,0.73,0.1838
model-1577495273,1577495335.725,0.64,0.2019,0.73,0.1821
model-1577495273,1577495335.85,0.69,0.2017,0.76,0.1837
model-1577495273,1577495335.975,0.68,0.2204,0.73,0.1891
model-1577495273,1577495336.101,0.75,0.1687,0.68,0.1971
model-1577495273,1577495336.226,0.66,0.1983,0.7,0.2056
model-1577495273,1577495336.351,0.66,0.2162,0.71,0.2025
model-1577495273,1577495336.478,0.69,0.2085,0.69,0.1914
model-1577495273,1577495336.604,0.6,0.2258,0.73,0.184
model-1577495273,1577495336.729,0.72,0.1752,0.7,0.1869
model-1577495273,1577495336.852,0.76,0.1809,0.71,0.1973
model-1577495273,1577495336.976,0.64,0.2184,0.72,0.1945
model-1577495273,1577495337.102,0.69,0.2001,0.71,0.1925
model-1577495273,1577495337.23,0.7,0.1887,0.66,0.205
model-1577495273,1577495337.356,0.68,0.2125,0.63,0.2093
model-1577495273,1577495337.478,0.7,0.198,0.67,0.2054
model-1577495273,1577495337.603,0.73,0.1723,0.69,0.1989
model-1577495273,1577495337.727,0.69,0.2024,0.72,0.1921
model-1577495273,1577495337.851,0.65,0.2003,0.69,0.1932
model-1577495273,1577495337.975,0.71,0.1886,0.66,0.1972
model-1577495273,1577495338.113,0.73,0.1738,0.66,0.2008
model-1577495273,1577495338.238,0.64,0.2138,0.7,0.1974
model-1577495273,1577495338.362,0.66,0.2156,0.74,0.1958
model-1577495273,1577495338.488,0.69,0.1905,0.74,0.1978
model-1577495273,1577495338.612,0.77,0.1733,0.72,0.2038
model-1577495273,1577495338.735,0.73,0.1826,0.69,0.2045
model-1577495273,1577495338.88,0.62,0.202,0.68,0.2025
model-1577495273,1577495339.005,0.68,0.2049,0.75,0.1909
model-1577495273,1577495339.095,0.69,0.1926,0.76,0.1792
model-1577495273,1577495339.237,0.66,0.1931,0.73,0.183
model-1577495273,1577495339.362,0.71,0.1968,0.69,0.1902
model-1577495273,1577495339.485,0.71,0.1901,0.69,0.1919
model-1577495273,1577495339.61,0.75,0.182,0.74,0.1802
model-1577495273,1577495339.736,0.74,0.2039,0.77,0.1739
model-1577495273,1577495339.86,0.69,0.1952,0.76,0.1804
model-1577495273,1577495339.985,0.7,0.1806,0.75,0.1835
model-1577495273,1577495340.115,0.71,0.1926,0.78,0.1731
model-1577495273,1577495340.24,0.72,0.1816,0.76,0.177
model-1577495273,1577495340.37,0.71,0.1828,0.74,0.1829
model-1577495273,1577495340.496,0.68,0.1862,0.65,0.1982
model-1577495273,1577495340.619,0.69,0.2095,0.75,0.1841
model-1577495273,1577495340.744,0.74,0.1855,0.78,0.1781
model-1577495273,1577495340.868,0.76,0.1656,0.75,0.1833
model-1577495273,1577495340.993,0.71,0.1836,0.75,0.1853
model-1577495273,1577495341.132,0.69,0.1964,0.75,0.1839
model-1577495273,1577495341.258,0.72,0.1923,0.72,0.1821
model-1577495273,1577495341.382,0.61,0.254,0.75,0.1807
model-1577495273,1577495341.505,0.62,0.2212,0.76,0.1825
model-1577495273,1577495341.642,0.76,0.1712,0.74,0.1886
model-1577495273,1577495341.769,0.72,0.1945,0.74,0.1885
model-1577495273,1577495341.895,0.74,0.1801,0.73,0.1857
model-1577495273,1577495342.021,0.68,0.2097,0.75,0.1854
model-1577495273,1577495342.144,0.73,0.1861,0.76,0.1872
model-1577495273,1577495342.268,0.68,0.1938,0.75,0.1884
model-1577495273,1577495342.398,0.67,0.1886,0.74,0.1894
model-1577495273,1577495342.523,0.65,0.1989,0.72,0.1919
model-1577495273,1577495342.648,0.78,0.1631,0.7,0.1986
model-1577495273,1577495342.774,0.67,0.1806,0.68,0.2011
model-1577495273,1577495342.898,0.74,0.1679,0.68,0.1954
model-1577495273,1577495343.023,0.78,0.1619,0.74,0.1879
model-1577495273,1577495343.146,0.67,0.2091,0.76,0.1862
model-1577495273,1577495343.284,0.78,0.1534,0.68,0.1927
model-1577495273,1577495343.412,0.7,0.1876,0.74,0.189
model-1577495273,1577495343.541,0.65,0.2303,0.75,0.1808
model-1577495273,1577495343.664,0.77,0.1678,0.74,0.1851
model-1577495273,1577495343.788,0.72,0.1805,0.72,0.1888
model-1577495273,1577495343.916,0.72,0.1817,0.73,0.1868
model-1577495273,1577495344.041,0.72,0.1717,0.71,0.1817
model-1577495273,1577495344.165,0.76,0.1903,0.76,0.1795
model-1577495273,1577495344.3,0.77,0.1562,0.72,0.1898
model-1577495273,1577495344.433,0.68,0.2177,0.7,0.1997
model-1577495273,1577495344.556,0.66,0.2031,0.7,0.1984
model-1577495273,1577495344.68,0.72,0.1692,0.7,0.193
model-1577495273,1577495344.807,0.73,0.1798,0.73,0.1797
model-1577495273,1577495344.933,0.72,0.201,0.77,0.1767
model-1577495273,1577495345.058,0.75,0.1686,0.76,0.1804
model-1577495273,1577495345.183,0.7,0.1789,0.69,0.1898
model-1577495273,1577495345.307,0.78,0.1852,0.69,0.1886
model-1577495273,1577495345.432,0.71,0.1959,0.77,0.1814
model-1577495273,1577495345.561,0.7,0.1906,0.74,0.1823
model-1577495273,1577495345.7,0.71,0.1647,0.72,0.1864
model-1577495273,1577495345.825,0.73,0.1673,0.73,0.1871
model-1577495273,1577495345.95,0.68,0.2021,0.74,0.1856
model-1577495273,1577495346.077,0.77,0.1684,0.76,0.1865
model-1577495273,1577495346.207,0.62,0.2209,0.71,0.1905
model-1577495273,1577495346.332,0.73,0.1899,0.72,0.1923
model-1577495273,1577495346.458,0.65,0.2055,0.7,0.1919
model-1577495273,1577495346.584,0.8,0.1572,0.71,0.1872
model-1577495273,1577495346.709,0.74,0.1804,0.74,0.1842
model-1577495273,1577495346.848,0.71,0.1761,0.73,0.1813
model-1577495273,1577495346.973,0.7,0.1952,0.72,0.1796
model-1577495273,1577495347.099,0.74,0.1777,0.72,0.1781
model-1577495273,1577495347.224,0.7,0.1834,0.74,0.1768
model-1577495273,1577495347.347,0.77,0.1599,0.74,0.178
model-1577495273,1577495347.471,0.73,0.1746,0.74,0.1788
model-1577495273,1577495347.595,0.8,0.1411,0.77,0.1761
model-1577495273,1577495347.717,0.7,0.1963,0.76,0.1731
model-1577495273,1577495347.843,0.73,0.1701,0.78,0.1722
model-1577495273,1577495347.968,0.73,0.1667,0.79,0.1698
model-1577495273,1577495348.093,0.76,0.166,0.79,0.1689
model-1577495273,1577495348.22,0.7,0.1939,0.78,0.1694
model-1577495273,1577495348.345,0.7,0.1924,0.78,0.1695
model-1577495273,1577495348.468,0.74,0.1651,0.78,0.1705
model-1577495273,1577495348.592,0.78,0.1521,0.77,0.1708
model-1577495273,1577495348.718,0.72,0.1784,0.75,0.1737
model-1577495273,1577495348.842,0.69,0.1963,0.73,0.1731
model-1577495273,1577495348.966,0.68,0.188,0.75,0.1739
model-1577495273,1577495349.09,0.8,0.1677,0.75,0.1742
model-1577495273,1577495349.217,0.71,0.1875,0.73,0.1753
model-1577495273,1577495349.342,0.78,0.1615,0.73,0.1742
model-1577495273,1577495349.467,0.76,0.1649,0.75,0.1722
model-1577495273,1577495349.592,0.72,0.1745,0.73,0.1719
model-1577495273,1577495349.721,0.74,0.1632,0.73,0.1722
model-1577495273,1577495349.845,0.75,0.1852,0.74,0.1755
model-1577495273,1577495349.971,0.71,0.1758,0.74,0.189
model-1577495273,1577495350.094,0.74,0.1733,0.77,0.1793
model-1577495273,1577495350.215,0.75,0.1746,0.78,0.1653
model-1577495273,1577495350.339,0.7,0.1994,0.79,0.1677
model-1577495273,1577495350.464,0.75,0.1739,0.73,0.182
model-1577495273,1577495350.589,0.71,0.1865,0.78,0.1752
model-1577495273,1577495350.716,0.71,0.1759,0.78,0.1637
model-1577495273,1577495350.846,0.78,0.1638,0.78,0.1685
model-1577495273,1577495350.974,0.66,0.2112,0.75,0.1724
model-1577495273,1577495351.1,0.74,0.1752,0.79,0.1653
model-1577495273,1577495351.228,0.78,0.1607,0.78,0.1685
model-1577495273,1577495351.352,0.81,0.1532,0.72,0.1781
model-1577495273,1577495351.478,0.76,0.158,0.77,0.1753
model-1577495273,1577495351.603,0.61,0.2254,0.77,0.1688
model-1577495273,1577495351.727,0.77,0.1673,0.76,0.1752
model-1577495273,1577495351.854,0.72,0.1839,0.77,0.1738
model-1577495273,1577495351.975,0.65,0.2156,0.75,0.1725
model-1577495273,1577495352.101,0.77,0.1532,0.79,0.168
model-1577495273,1577495352.225,0.75,0.1795,0.72,0.167
model-1577495273,1577495352.352,0.76,0.1514,0.73,0.1717
model-1577495273,1577495352.486,0.77,0.1501,0.76,0.1726
model-1577495273,1577495352.609,0.81,0.1423,0.74,0.1834
model-1577495273,1577495352.734,0.76,0.1682,0.75,0.1824
model-1577495273,1577495352.859,0.71,0.1812,0.75,0.1703
model-1577495273,1577495352.984,0.8,0.1443,0.76,0.1721
model-1577495273,1577495353.111,0.73,0.1817,0.78,0.1727
model-1577495273,1577495353.249,0.73,0.1848,0.78,0.1755
model-1577495273,1577495353.373,0.67,0.1884,0.75,0.1776
model-1577495273,1577495353.496,0.7,0.181,0.74,0.1741
model-1577495273,1577495353.619,0.73,0.185,0.73,0.1777
model-1577495273,1577495353.744,0.79,0.1616,0.74,0.1871
model-1577495273,1577495353.872,0.72,0.1863,0.71,0.1925
model-1577495273,1577495354.001,0.68,0.1939,0.71,0.1882
model-1577495273,1577495354.127,0.79,0.1637,0.71,0.1848
model-1577495273,1577495354.251,0.73,0.191,0.75,0.1757
model-1577495273,1577495354.374,0.72,0.176,0.76,0.1698
model-1577495273,1577495354.497,0.7,0.1883,0.79,0.1665
model-1577495273,1577495354.63,0.73,0.188,0.78,0.165
model-1577495273,1577495354.758,0.71,0.2131,0.73,0.1655
model-1577495273,1577495354.882,0.62,0.2331,0.74,0.1619
model-1577495273,1577495355.004,0.8,0.1431,0.77,0.1603
model-1577495273,1577495355.134,0.72,0.1893,0.78,0.1598
model-1577495273,1577495355.258,0.73,0.1651,0.8,0.1581
model-1577495273,1577495355.385,0.8,0.1587,0.78,0.1581
model-1577495273,1577495355.508,0.71,0.1849,0.78,0.1554
model-1577495273,1577495355.632,0.8,0.168,0.78,0.1601
model-1577495273,1577495355.755,0.81,0.1399,0.78,0.1657
model-1577495273,1577495355.879,0.78,0.1558,0.76,0.1607
model-1577495273,1577495356.002,0.81,0.1402,0.74,0.1711
model-1577495273,1577495356.128,0.63,0.2355,0.73,0.1798
model-1577495273,1577495356.253,0.78,0.1472,0.74,0.1815
model-1577495273,1577495356.378,0.7,0.1922,0.75,0.1738
model-1577495273,1577495356.515,0.76,0.1606,0.77,0.1638
model-1577495273,1577495356.64,0.74,0.1545,0.75,0.1618
model-1577495273,1577495356.777,0.67,0.2056,0.75,0.1748
model-1577495273,1577495356.903,0.74,0.1734,0.73,0.1761
model-1577495273,1577495357.026,0.72,0.2167,0.78,0.1575
model-1577495273,1577495357.15,0.68,0.2149,0.74,0.1705
model-1577495273,1577495357.274,0.65,0.2011,0.74,0.179
model-1577495273,1577495357.398,0.53,0.2538,0.72,0.1807
model-1577495273,1577495357.521,0.68,0.1991,0.72,0.1748
model-1577495273,1577495357.644,0.79,0.1623,0.76,0.1722
model-1577495273,1577495357.768,0.75,0.1669,0.75,0.1816
model-1577495273,1577495357.892,0.78,0.1698,0.68,0.1992
model-1577495273,1577495358.025,0.69,0.1954,0.67,0.2055
model-1577495273,1577495358.151,0.61,0.2258,0.7,0.191
model-1577495273,1577495358.275,0.71,0.1922,0.71,0.185
model-1577495273,1577495358.399,0.78,0.1521,0.75,0.1919
model-1577495273,1577495358.522,0.7,0.1848,0.74,0.1965
model-1577495273,1577495358.645,0.71,0.1886,0.74,0.1959
model-1577495273,1577495358.77,0.79,0.1714,0.7,0.1899
model-1577495273,1577495358.907,0.71,0.1766,0.72,0.1864
model-1577495273,1577495359.034,0.7,0.1831,0.72,0.1895
model-1577495273,1577495359.159,0.73,0.1887,0.71,0.1961
model-1577495273,1577495359.284,0.74,0.1642,0.69,0.1986
model-1577495273,1577495359.409,0.68,0.1968,0.71,0.1912
model-1577495273,1577495359.534,0.69,0.1946,0.73,0.1838
model-1577495273,1577495359.661,0.81,0.1504,0.75,0.1797
model-1577495273,1577495359.793,0.74,0.177,0.7,0.1822
model-1577495273,1577495359.918,0.69,0.22,0.7,0.1889
model-1577495273,1577495360.041,0.72,0.1758,0.72,0.1857
model-1577495273,1577495360.165,0.76,0.1674,0.73,0.1774
model-1577495273,1577495360.29,0.67,0.2209,0.76,0.1709
model-1577495273,1577495360.414,0.71,0.1779,0.78,0.1657
model-1577495273,1577495360.539,0.79,0.1701,0.75,0.1646
model-1577495273,1577495360.664,0.7,0.1845,0.75,0.1689
model-1577495273,1577495360.789,0.75,0.1747,0.73,0.1723
model-1577495273,1577495360.913,0.68,0.1734,0.71,0.1736
model-1577495273,1577495361.04,0.8,0.1414,0.72,0.1738
model-1577495273,1577495361.163,0.78,0.1554,0.73,0.1713
model-1577495273,1577495361.286,0.69,0.1901,0.75,0.1701
model-1577495273,1577495361.412,0.78,0.1569,0.76,0.174
model-1577495273,1577495361.538,0.73,0.1649,0.75,0.187
model-1577495273,1577495361.665,0.73,0.1781,0.72,0.2018
model-1577495273,1577495361.79,0.73,0.1592,0.71,0.202
model-1577495273,1577495361.912,0.66,0.2283,0.72,0.1854
model-1577495273,1577495362.039,0.75,0.1657,0.72,0.1736
model-1577495273,1577495362.162,0.81,0.1314,0.74,0.1734
model-1577495273,1577495362.287,0.73,0.193,0.75,0.179
model-1577495273,1577495362.422,0.74,0.1817,0.74,0.1817
model-1577495273,1577495362.545,0.79,0.1622,0.75,0.1778
model-1577495273,1577495362.667,0.76,0.1623,0.73,0.1791
model-1577495273,1577495362.79,0.74,0.1685,0.77,0.1745
model-1577495273,1577495362.915,0.82,0.1383,0.77,0.1702
model-1577495273,1577495363.038,0.75,0.1698,0.77,0.1681
model-1577495273,1577495363.161,0.69,0.1992,0.75,0.1688
model-1577495273,1577495363.284,0.74,0.1612,0.76,0.1705
model-1577495273,1577495363.408,0.74,0.1714,0.77,0.1712
model-1577495273,1577495363.531,0.66,0.2072,0.76,0.1641
model-1577495273,1577495363.653,0.82,0.1367,0.79,0.16
model-1577495273,1577495363.777,0.79,0.145,0.73,0.1613
model-1577495273,1577495363.902,0.75,0.1658,0.74,0.1634
model-1577495273,1577495364.024,0.67,0.1874,0.73,0.1594
model-1577495273,1577495364.147,0.78,0.1657,0.78,0.1551
model-1577495273,1577495364.272,0.63,0.212,0.74,0.1598
model-1577495273,1577495364.397,0.82,0.1413,0.74,0.1679
model-1577495273,1577495364.52,0.68,0.1741,0.76,0.1743
model-1577495273,1577495364.644,0.76,0.1866,0.77,0.1694
model-1577495273,1577495364.767,0.74,0.1748,0.77,0.1571
model-1577495273,1577495364.892,0.72,0.1794,0.77,0.1556
model-1577495273,1577495365.018,0.74,0.1604,0.72,0.1677
model-1577495273,1577495365.142,0.79,0.1491,0.72,0.1762
model-1577495273,1577495365.266,0.7,0.1969,0.75,0.165
model-1577495273,1577495365.389,0.74,0.1727,0.75,0.1606
model-1577495273,1577495365.512,0.75,0.1533,0.73,0.1729
model-1577495273,1577495365.636,0.76,0.1789,0.75,0.1792
model-1577495273,1577495365.762,0.71,0.1671,0.73,0.1749
model-1577495273,1577495365.885,0.78,0.1504,0.77,0.1672
model-1577495273,1577495366.018,0.72,0.1791,0.75,0.1612
model-1577495273,1577495366.155,0.72,0.1679,0.77,0.1648
model-1577495273,1577495366.281,0.77,0.1636,0.72,0.1755
model-1577495273,1577495366.405,0.81,0.1546,0.73,0.185
model-1577495273,1577495366.54,0.66,0.1949,0.73,0.1792
model-1577495273,1577495366.677,0.68,0.1943,0.76,0.1708
model-1577495273,1577495366.801,0.75,0.1691,0.79,0.1637
model-1577495273,1577495366.925,0.82,0.1425,0.78,0.1692
model-1577495273,1577495367.049,0.77,0.153,0.73,0.1792
model-1577495273,1577495367.173,0.64,0.2042,0.71,0.1832
model-1577495273,1577495367.296,0.69,0.1966,0.76,0.172
model-1577495273,1577495367.387,0.75,0.1567,0.78,0.1586
model-1577495484,1577495493.731,0.44,0.2513,0.5,0.2498,0
model-1577495484,1577495493.861,0.54,0.2477,0.5,0.2591,0
model-1577495484,1577495493.992,0.57,0.247,0.5,0.2497,0
model-1577495484,1577495494.131,0.5,0.2502,0.5,0.2515,0
model-1577495484,1577495494.263,0.47,0.2522,0.5,0.2508,0
model-1577495484,1577495494.396,0.47,0.2515,0.5,0.2499,0
model-1577495484,1577495494.524,0.52,0.2497,0.6,0.2498,0
model-1577495484,1577495494.658,0.56,0.2499,0.61,0.2497,0
model-1577495484,1577495494.798,0.58,0.2497,0.5,0.2494,0
model-1577495484,1577495494.941,0.37,0.2518,0.5,0.2496,0
model-1577495484,1577495495.073,0.64,0.2487,0.5,0.2494,0
model-1577495484,1577495495.2,0.44,0.2504,0.5,0.2493,0
model-1577495484,1577495495.334,0.53,0.2494,0.5,0.2492,0
model-1577495484,1577495495.469,0.51,0.2496,0.5,0.2492,0
model-1577495484,1577495495.62,0.53,0.2491,0.5,0.2491,0
model-1577495484,1577495495.748,0.49,0.2503,0.5,0.249,0
model-1577495484,1577495495.873,0.47,0.2509,0.49,0.2491,0
model-1577495484,1577495496.0,0.51,0.2502,0.57,0.2493,0
model-1577495484,1577495496.128,0.61,0.2492,0.5,0.2492,0
model-1577495484,1577495496.264,0.58,0.2477,0.5,0.249,0
model-1577495484,1577495496.39,0.43,0.2513,0.5,0.2491,0
model-1577495484,1577495496.515,0.5,0.2497,0.49,0.249,0
model-1577495484,1577495496.64,0.52,0.2489,0.49,0.2487,0
model-1577495484,1577495496.765,0.57,0.2467,0.5,0.2485,0
model-1577495484,1577495496.892,0.48,0.2497,0.5,0.2481,0
model-1577495484,1577495497.017,0.5,0.2487,0.55,0.2477,0
model-1577495484,1577495497.145,0.69,0.2415,0.5,0.2473,0
model-1577495484,1577495497.271,0.46,0.2514,0.51,0.2468,0
model-1577495484,1577495497.399,0.51,0.2464,0.56,0.2463,0
model-1577495484,1577495497.523,0.55,0.2484,0.55,0.2457,0
model-1577495484,1577495497.649,0.6,0.2436,0.51,0.2453,0
model-1577495484,1577495497.775,0.51,0.2487,0.59,0.2444,0
model-1577495484,1577495497.9,0.57,0.2453,0.53,0.2486,0
model-1577495484,1577495498.026,0.54,0.2457,0.56,0.2438,0
model-1577495484,1577495498.155,0.56,0.2482,0.51,0.2461,0
model-1577495484,1577495498.283,0.5,0.2463,0.5,0.25,0
model-1577495484,1577495498.409,0.47,0.2647,0.51,0.2443,0
model-1577495484,1577495498.536,0.51,0.247,0.59,0.2421,0
model-1577495484,1577495498.662,0.62,0.2433,0.62,0.2435,0
model-1577495484,1577495498.793,0.62,0.2435,0.57,0.246,0
model-1577495484,1577495498.919,0.55,0.2442,0.55,0.2474,0
model-1577495484,1577495499.046,0.51,0.25,0.56,0.2479,0
model-1577495484,1577495499.172,0.57,0.2426,0.56,0.2477,0
model-1577495484,1577495499.303,0.59,0.2387,0.56,0.2471,0
model-1577495484,1577495499.431,0.5,0.2477,0.58,0.2439,0
model-1577495484,1577495499.559,0.58,0.2449,0.62,0.2415,0
model-1577495484,1577495499.688,0.66,0.2392,0.59,0.2402,0
model-1577495484,1577495499.818,0.63,0.2399,0.58,0.2398,0
model-1577495484,1577495499.946,0.49,0.2487,0.61,0.2379,0
model-1577495484,1577495500.086,0.69,0.2339,0.61,0.2348,0
model-1577495484,1577495500.214,0.56,0.2362,0.56,0.2432,0
model-1577495484,1577495500.342,0.45,0.26,0.61,0.2336,0
model-1577495484,1577495500.467,0.58,0.2397,0.59,0.2319,0
model-1577495484,1577495500.595,0.44,0.2592,0.6,0.234,0
model-1577495484,1577495500.729,0.66,0.2326,0.6,0.234,0
model-1577495484,1577495500.861,0.67,0.2345,0.59,0.231,0
model-1577495484,1577495500.992,0.68,0.2253,0.61,0.2298,0
model-1577495484,1577495501.124,0.64,0.2284,0.61,0.2287,0
model-1577495484,1577495501.249,0.66,0.2132,0.62,0.2276,0
model-1577495484,1577495501.377,0.63,0.2353,0.61,0.2269,0
model-1577495484,1577495501.504,0.65,0.2148,0.58,0.2347,0
model-1577495484,1577495501.633,0.56,0.2609,0.6,0.2279,0
model-1577495484,1577495501.763,0.6,0.2293,0.64,0.2276,0
model-1577495484,1577495501.889,0.6,0.2422,0.59,0.2316,0
model-1577495484,1577495502.019,0.69,0.2039,0.57,0.2333,0
model-1577495484,1577495502.147,0.64,0.2235,0.64,0.2284,0
model-1577495484,1577495502.289,0.72,0.1974,0.58,0.2339,0
model-1577495484,1577495502.415,0.54,0.2481,0.63,0.2283,0
model-1577495484,1577495502.544,0.64,0.2232,0.57,0.2419,0
model-1577495484,1577495502.675,0.6,0.2397,0.58,0.2425,0
model-1577495484,1577495502.805,0.58,0.2408,0.55,0.229,0
model-1577495484,1577495502.93,0.59,0.2215,0.6,0.2285,0
model-1577495484,1577495503.053,0.58,0.2462,0.62,0.2334,0
model-1577495484,1577495503.178,0.53,0.2538,0.63,0.227,0
model-1577495484,1577495503.331,0.68,0.211,0.66,0.2263,0
model-1577495484,1577495503.478,0.57,0.2359,0.65,0.2265,0
model-1577495484,1577495503.617,0.55,0.2501,0.61,0.2295,0
model-1577495484,1577495503.748,0.59,0.2379,0.6,0.232,0
model-1577495484,1577495503.89,0.61,0.2353,0.59,0.2323,0
model-1577495484,1577495504.018,0.56,0.2382,0.61,0.2311,0
model-1577495484,1577495504.149,0.62,0.2325,0.62,0.2273,0
model-1577495484,1577495504.277,0.65,0.2272,0.64,0.2243,0
model-1577495484,1577495504.404,0.64,0.229,0.67,0.2221,0
model-1577495484,1577495504.533,0.63,0.2358,0.66,0.2204,0
model-1577495484,1577495504.666,0.54,0.2307,0.67,0.2218,0
model-1577495484,1577495504.798,0.59,0.232,0.61,0.2318,0
model-1577495484,1577495504.93,0.59,0.2452,0.64,0.2266,0
model-1577495484,1577495505.06,0.6,0.2264,0.66,0.217,0
model-1577495484,1577495505.189,0.56,0.2394,0.63,0.2226,0
model-1577495484,1577495505.321,0.65,0.2259,0.56,0.234,0
model-1577495484,1577495505.451,0.58,0.2305,0.56,0.2321,0
model-1577495484,1577495505.594,0.51,0.2563,0.67,0.2195,0
model-1577495484,1577495505.72,0.63,0.2226,0.7,0.2226,0
model-1577495484,1577495505.847,0.57,0.2546,0.57,0.238,0
model-1577495484,1577495505.98,0.58,0.2502,0.57,0.2387,0
model-1577495484,1577495506.11,0.58,0.2456,0.63,0.2305,0
model-1577495484,1577495506.239,0.53,0.25,0.69,0.2259,0
model-1577495484,1577495506.386,0.69,0.2288,0.61,0.2287,0
model-1577495484,1577495506.515,0.55,0.2401,0.58,0.2324,0
model-1577495484,1577495506.645,0.55,0.2395,0.53,0.235,0
model-1577495484,1577495506.772,0.58,0.2355,0.54,0.2367,0
model-1577495484,1577495506.903,0.52,0.2455,0.53,0.2363,0
model-1577495484,1577495507.029,0.56,0.2433,0.52,0.2354,0
model-1577495484,1577495507.158,0.54,0.2407,0.57,0.2347,0
model-1577495484,1577495507.283,0.62,0.2344,0.59,0.2342,0
model-1577495484,1577495507.42,0.61,0.2369,0.66,0.2337,0
model-1577495484,1577495507.547,0.59,0.2339,0.66,0.2328,0
model-1577495484,1577495507.672,0.66,0.2319,0.66,0.2316,0
model-1577495484,1577495507.797,0.66,0.2338,0.66,0.2303,0
model-1577495484,1577495507.935,0.75,0.2243,0.66,0.229,0
model-1577495484,1577495508.067,0.63,0.2315,0.66,0.2281,0
model-1577495484,1577495508.192,0.59,0.2352,0.64,0.2278,0
model-1577495484,1577495508.319,0.63,0.2302,0.62,0.2286,0
model-1577495484,1577495508.444,0.64,0.2285,0.62,0.2277,0
model-1577495484,1577495508.572,0.62,0.2312,0.68,0.2266,0
model-1577495484,1577495508.702,0.6,0.2312,0.65,0.2251,0
model-1577495484,1577495508.829,0.62,0.2227,0.64,0.2265,0
model-1577495484,1577495508.972,0.56,0.2475,0.64,0.2259,0
model-1577495484,1577495509.107,0.67,0.2179,0.67,0.2243,0
model-1577495484,1577495509.251,0.63,0.2212,0.65,0.2197,0
model-1577495484,1577495509.385,0.66,0.2231,0.65,0.2175,0
model-1577495484,1577495509.521,0.59,0.2368,0.65,0.2157,0
model-1577495484,1577495509.645,0.69,0.2121,0.65,0.2147,0
model-1577495484,1577495509.774,0.63,0.2283,0.67,0.2148,0
model-1577495484,1577495509.902,0.58,0.2559,0.68,0.2142,0
model-1577495484,1577495510.027,0.73,0.1878,0.66,0.2141,0
model-1577495484,1577495510.154,0.54,0.2385,0.68,0.2154,0
model-1577495484,1577495510.28,0.62,0.2138,0.68,0.2161,0
model-1577495484,1577495510.407,0.61,0.2355,0.68,0.2165,0
model-1577495484,1577495510.532,0.63,0.23,0.66,0.2154,0
model-1577495484,1577495510.658,0.64,0.2344,0.67,0.2178,0
model-1577495484,1577495510.79,0.72,0.2007,0.67,0.2179,0
model-1577495484,1577495510.918,0.66,0.2156,0.68,0.2147,0
model-1577495484,1577495511.046,0.61,0.2246,0.59,0.2231,0
model-1577495484,1577495511.17,0.62,0.2387,0.59,0.2289,0
model-1577495484,1577495511.295,0.74,0.1914,0.59,0.2297,0
model-1577495484,1577495511.417,0.65,0.2261,0.63,0.2241,0
model-1577495484,1577495511.544,0.66,0.2219,0.64,0.2168,0
model-1577495484,1577495511.671,0.69,0.2058,0.66,0.22,0
model-1577495484,1577495511.812,0.53,0.248,0.64,0.2245,0
model-1577495484,1577495511.944,0.66,0.2367,0.62,0.2214,0
model-1577495484,1577495512.094,0.62,0.2425,0.65,0.2187,0
model-1577495484,1577495512.228,0.56,0.2391,0.61,0.2317,0
model-1577495484,1577495512.357,0.56,0.2501,0.59,0.2343,0
model-1577495484,1577495512.486,0.55,0.2498,0.61,0.2308,0
model-1577495484,1577495512.621,0.58,0.2306,0.6,0.2276,0
model-1577495484,1577495512.759,0.59,0.2373,0.65,0.2257,0
model-1577495484,1577495512.897,0.65,0.2262,0.64,0.2269,0
model-1577495484,1577495513.034,0.61,0.2279,0.59,0.2312,0
model-1577495484,1577495513.167,0.64,0.2191,0.57,0.237,0
model-1577495484,1577495513.296,0.57,0.2554,0.59,0.2364,0
model-1577495484,1577495513.426,0.51,0.2493,0.59,0.2322,0
model-1577495484,1577495513.559,0.69,0.2061,0.64,0.2298,0
model-1577495484,1577495513.688,0.68,0.2276,0.65,0.2286,0
model-1577495484,1577495513.82,0.64,0.2262,0.62,0.2283,0
model-1577495484,1577495513.948,0.73,0.2202,0.61,0.2283,0
model-1577495484,1577495514.076,0.56,0.2297,0.6,0.2284,0
model-1577495484,1577495514.203,0.65,0.2309,0.62,0.2276,0
model-1577495484,1577495514.328,0.66,0.213,0.63,0.2272,0
model-1577495484,1577495514.453,0.73,0.2077,0.61,0.2268,0
model-1577495484,1577495514.577,0.59,0.2365,0.62,0.2255,0
model-1577495484,1577495514.706,0.57,0.2409,0.67,0.223,0
model-1577495484,1577495514.833,0.62,0.22,0.65,0.2236,0
model-1577495484,1577495514.959,0.59,0.2389,0.64,0.2225,0
model-1577495484,1577495515.092,0.68,0.2257,0.68,0.2226,0
model-1577495484,1577495515.219,0.63,0.2175,0.66,0.2226,0
model-1577495484,1577495515.356,0.63,0.222,0.64,0.2243,0
model-1577495484,1577495515.487,0.57,0.2607,0.65,0.2232,0
